Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683449,Redacted Personal Information,£786.74
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668817,Redacted Personal Information,£786.74
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,18/12/2024,5105966778,Redacted Personal Information,£786.69
Manchester City Council,1004,Childrens & Education Services,Car Allowance Claims,11/12/2024,1908669671,Redacted Personal Information,£786.60
Manchester City Council,1005,Adult Social Care,Payments for services,16/12/2024,5105966279,ACORN Recovery Projects,£785.71
Manchester City Council,1000,Manchester Leisure,Water - Metered,29/01/2025,1908681304,United Utilities Water Plc,£785.38
Manchester City Council,1000,Manchester Leisure,Gas,20/12/2024,1908680983,SEFE ENERGY Ltd,£785.38
Manchester City Council,1000,Manchester Leisure,Water - Metered,20/12/2024,1908680661,Anglian Water Business (National),£785.38
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677595,BearNecessities Childcare Ltd,£783.90
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677390,Redacted Personal Information,£783.67
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669462,Redacted Personal Information,£783.00
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673678,The Care Company Plus Ltd,£782.00
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665685,Care 24 (UK) Limited,£782.00
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665712,Care 24 (UK) Limited,£782.00
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665708,Care 24 (UK) Limited,£782.00
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682483,Routes Healthcare (North) Ltd,£781.64
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673514,Routes Healthcare (North) Ltd,£781.64
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665319,Routes Healthcare (North) Ltd,£781.64
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669729,Routes Healthcare (North) Ltd,£781.64
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908666807,Meridian Health and Social Care Ltd,£781.47
Manchester City Council,1005,Adult Social Care,Day Care Payments,23/12/2024,1908682714,Pure Innovations Ltd,£781.28
Manchester City Council,1005,Adult Social Care,Day Care Payments,23/12/2024,1908682726,Pure Innovations Ltd,£781.28
Manchester City Council,1004,Childrens & Education Services,Professional fees,11/12/2024,5105964893,Tradewind Recruitment Ltd,£781.00
Manchester City Council,1005,Adult Social Care,Temp Care- Resident,20/12/2024,1908679309,Averill House,£780.51
Manchester City Council,1005,Adult Social Care,Temp Care- Resident,20/12/2024,1908679310,Averill House,£780.51
Manchester City Council,1007,Corporate Services,HH Support Fund,06/12/2024,1908663546,Georgie Porgie's Network Nursey Ltd,£780.00
Manchester City Council,1007,Corporate Services,HH Support Fund,06/12/2024,1908663534,Brighter Beginnings Charlestown,£780.00
Manchester City Council,1000,Manchester Leisure,External repairs and maintenance for buildings,03/12/2024,5105963826,Shield Environmental Services,£780.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,06/12/2024,1908662973,Alpha Plus Fostering Limited,£779.87
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683445,Redacted Personal Information,£779.70
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668814,Redacted Personal Information,£779.70
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677633,Happy Tots Nursery,£779.51
Manchester City Council,1011,Chief Executives,Printing,13/12/2024,5105964974,THARSTERN LTD,£779.48
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658253,Premier Care  Ltd,£778.71
Manchester City Council,1005,Adult Social Care,Supported Accommodation,24/12/2024,1908684597,Premier Care  Ltd,£778.71
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665579,Premier Care  Ltd,£778.71
Manchester City Council,1005,Adult Social Care,Supported Accommodation,23/12/2024,1908682635,Premier Care  Ltd,£778.71
Manchester City Council,1005,Adult Social Care,Supported Accommodation,16/12/2024,1908673781,Premier Care  Ltd,£778.71
Manchester City Council,1007,Corporate Services,Electricity,12/12/2024,1908672034,Haven Power Ltd,£778.45
Manchester City Council,1010,Housing Revenue Account,Works and associated costs for Land and Buildings,02/12/2024,5105963847,Electricity North West Limited,£777.48
Manchester City Council,1012,Regeneration Finance,Adult Placements,12/12/2024,1908672147,Redacted Personal Information,£776.62
Manchester City Council,1004,Childrens & Education Services,PNOR-Other Amenities,12/12/2024,1908521966,PH flooring,£775.00
Manchester City Council,1007,Corporate Services,Hire of Equipment,12/12/2024,5105965104,Flowbird Smart City Uk Ltd,£775.00
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671786,Haven Power Ltd,£774.63
Manchester City Council,1012,Regeneration Finance,Adult Placements,23/12/2024,1908684252,Redacted Personal Information,£773.84
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658247,Premier Care  Ltd,£772.94
Manchester City Council,1005,Adult Social Care,Supported Accommodation,24/12/2024,1908684591,Premier Care  Ltd,£772.94
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665573,Premier Care  Ltd,£772.94
Manchester City Council,1005,Adult Social Care,Supported Accommodation,23/12/2024,1908682629,Premier Care  Ltd,£772.94
Manchester City Council,1005,Adult Social Care,Supported Accommodation,16/12/2024,1908673775,Premier Care  Ltd,£772.94
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Fees,17/12/2024,5105966685,Procare Shower & Bathroom Centre Lt,£772.92
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669391,Redacted Personal Information,£772.88
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683326,Redacted Personal Information,£772.88
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668848,Redacted Personal Information,£772.72
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683523,Redacted Personal Information,£772.72
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683983,Redacted Personal Information,£772.57
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683816,Redacted Personal Information,£770.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668883,Redacted Personal Information,£770.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669399,Redacted Personal Information,£770.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683589,Redacted Personal Information,£770.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668893,Redacted Personal Information,£770.80
Manchester City Council,1000,Manchester Leisure,Furniture,24/12/2024,5105968108,Furniture Resource Centre Ltd,£770.71
Manchester City Council,1007,Corporate Services,Electricity,12/12/2024,1908672036,Haven Power Ltd,£770.51
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682802,iCare Solutions Manchester Limit,£770.50
Manchester City Council,1007,Corporate Services,Furniture,19/12/2024,5105967466,H Jenkinson & Co Ltd.,£767.98
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671552,Haven Power Ltd,£767.69
Manchester City Council,1005,Adult Social Care,Respite Care Costs,20/12/2024,1908679428,EAM House Ltd,£767.48
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669395,Redacted Personal Information,£767.40
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683457,Redacted Personal Information,£767.40
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682573,Routes Healthcare (North) Ltd,£767.06
Manchester City Council,1005,Adult Social Care,Supported Accommodation,05/12/2024,1908662314,Turning Point,£766.40
Manchester City Council,1005,Adult Social Care,Supported Accommodation,05/12/2024,1908662308,Turning Point,£766.40
Manchester City Council,1005,Adult Social Care,Supported Accommodation,05/12/2024,1908662303,Turning Point,£766.40
Manchester City Council,1005,Adult Social Care,Supported Accommodation,05/12/2024,1908662302,Turning Point,£766.40
Manchester City Council,1005,Adult Social Care,Supported Accommodation,05/12/2024,1908662301,Turning Point,£766.40
Manchester City Council,1005,Adult Social Care,Supported Accommodation,05/12/2024,1908662309,Turning Point,£766.40
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677664,Maple House Day Nursery,£766.35
Manchester City Council,1013,Highways Services,Legal Fees,06/12/2024,1908662153,Department For Work & Pensions,£766.00
Manchester City Council,1012,Regeneration Finance,Removal and Storage of Furniture,19/12/2024,5105967222,Master Moves Ltd,£765.93
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673606,Westwood Homecare (Northwest) Lt,£765.92
Manchester City Council,1011,Chief Executives,Transport and Driver Hire,11/12/2024,5105965316,Redacted Personal Information,£765.00
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908657869,BoJo Care Services Ltd,£764.44
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908666799,Homecare Support,£763.34
Manchester City Council,1005,Adult Social Care,Day Care Payments,11/12/2024,1908669688,Age UK Manchester,£762.96
Manchester City Council,1005,Adult Social Care,Day Care Payments,11/12/2024,1908669689,Age UK Manchester,£762.96
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677781,Redacted Personal Information,£762.58
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679751,Yorklea Nursing Home,£761.84
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658240,SLC Paragon,£761.76
Manchester City Council,1012,Regeneration Finance,Gas,20/12/2024,1908680861,SEFE ENERGY Ltd,£761.47
Manchester City Council,1012,Regeneration Finance,Water - Metered,29/01/2025,1908681182,United Utilities Water Plc,£761.47
Manchester City Council,1000,Manchester Leisure,Furniture,18/12/2024,5105966794,Furniture Resource Centre Ltd,£761.10
Manchester City Council,1002,Hospitality + Trading Services,Water - Metered,29/01/2025,1908681243,United Utilities Water Plc,£760.55
Manchester City Council,1002,Hospitality + Trading Services,Gas,20/12/2024,1908680922,SEFE ENERGY Ltd,£760.55
Manchester City Council,1002,Hospitality + Trading Services,Water - Metered,20/12/2024,1908680600,Anglian Water Business (National),£760.55
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683439,Redacted Personal Information,£760.10
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683770,Redacted Personal Information,£760.10
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668811,Redacted Personal Information,£760.10
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669014,Redacted Personal Information,£760.10
Manchester City Council,1007,Corporate Services,Water - Metered,20/12/2024,1908680652,Anglian Water Business (National),£759.87
Manchester City Council,1007,Corporate Services,Water - Metered,29/01/2025,1908681295,United Utilities Water Plc,£759.87
Manchester City Council,1007,Corporate Services,Gas,20/12/2024,1908680974,SEFE ENERGY Ltd,£759.87
Manchester City Council,1005,Adult Social Care,Day Care Payments,23/12/2024,1908682717,Pure Innovations Ltd,£759.72
Manchester City Council,1005,Adult Social Care,Day Care Payments,23/12/2024,1908682727,Pure Innovations Ltd,£759.72
Manchester City Council,1012,Regeneration Finance,External repairs and maintenance for buildings,18/12/2024,5105966481,Drees & Sommer UK Limited,£759.69
Manchester City Council,1005,Adult Social Care,Temp Care- Resident,20/12/2024,1908679467,Gorton Parks Res.& Nursing Home,£759.46
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683073,Redacted Personal Information,£759.40
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668689,Redacted Personal Information,£759.40
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673538,Routes Healthcare (North) Ltd,£759.00
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665112,H.G. Care Services Ltd,£759.00
Manchester City Council,1012,Regeneration Finance,Home Care ,19/12/2024,1908678274,Redacted Personal Information,£759.00
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,23/12/2024,5105967820,Redacted Personal Information,£758.33
Manchester City Council,1011,Chief Executives,Printing,20/12/2024,5105967183,Chapel Press Ltd,£758.00
Manchester City Council,1000,Manchester Leisure,Supporting People Payments,12/12/2024,5105965537,Moss Side Community Allotment Gr,£757.78
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683287,Redacted Personal Information,£756.90
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669390,Redacted Personal Information,£756.90
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683224,Redacted Personal Information,£756.90
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683898,Redacted Personal Information,£756.90
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669389,Redacted Personal Information,£756.90
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669393,Redacted Personal Information,£756.90
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,17/12/2024,5105966598,Redacted Personal Information,£756.46
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,09/12/2024,5105964664,F.R.Sharrock Ltd,£756.00
Manchester City Council,1005,Adult Social Care,Respite Care Costs,20/12/2024,1908679769,Wellington Lodge Rest Home,£755.51
Manchester City Council,1011,Chief Executives,Hire of Equipment,06/12/2024,5105964179,Universal Live,£755.25
Manchester City Council,1007,Corporate Services,WPS Awards,09/12/2024,5105964333,Furniture Resource Centre Ltd,£755.08
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",09/12/2024,1908665947,ICOM UK* O #89390,£755.00
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908678186,Manchester Montessori House,£754.20
Manchester City Council,1010,Housing Revenue Account,Professional fees,10/12/2024,5105964587,Constellia Public Ltd,£753.85
Manchester City Council,1004,Childrens & Education Services,Storage Costs,10/12/2024,5105964688,Iron Mountain,£753.81
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,17/12/2024,5105966561,Redacted Personal Information,£753.55
Manchester City Council,1004,Childrens & Education Services,Pay School Budget,19/12/2024,1908677982,Martenscroft Nursery School,£753.19
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677703,Tiny Turtles Daycare Ltd,£753.19
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677983,Redacted Personal Information,£753.19
Manchester City Council,1000,Manchester Leisure,Goods purchased for resale in Council outlets,02/01/2025,5105967780,Merchant & Mills Ltd,£752.03
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669321,Redacted Personal Information,£752.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669400,Redacted Personal Information,£752.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683843,Redacted Personal Information,£752.00
Manchester City Council,1004,Childrens & Education Services,Professional fees,12/12/2024,5105965878,Child Action Northwest,£751.44
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,05/12/2024,5105964245,Redacted Personal Information,£751.18
Manchester City Council,1000,Manchester Leisure,Equipment,23/12/2024,5105967808,Signs Direct,£750.95
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,19/12/2024,5105967138,St Clements Ce Primary School,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,12/12/2024,1908672503,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,10/12/2024,1908667275,Redacted Personal Information,£750.00
Manchester City Council,1011,Chief Executives,Works and associated costs for Land and Buildings,12/12/2024,5105965338,Buro Happold Limited,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,10/12/2024,1908667274,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,20/12/2024,1908680058,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,10/12/2024,1908667272,Redacted Personal Information,£750.00
Manchester City Council,1000,Manchester Leisure,Professional fees,09/12/2024,5105964873,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,12/12/2024,1908672499,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,20/12/2024,1908680055,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,10/12/2024,1908667283,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Professional fees,06/12/2024,5105964694,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,20/12/2024,1908680054,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,12/12/2024,1908672501,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Payments for services,12/12/2024,5105965574,SENsational Tutors Ltd,£750.00
Manchester City Council,1007,Corporate Services,HH Support Fund,13/12/2024,1908673073,Brighter Beginnings Rusholme,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,10/12/2024,1908667278,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,10/12/2024,1908667276,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,12/12/2024,1908672502,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,12/12/2024,1908672498,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,10/12/2024,1908667281,Redacted Personal Information,£750.00
Manchester City Council,1011,Chief Executives,Advertising,06/12/2024,1908664752,FACEBK *4XBN4BGW92,£750.00
Manchester City Council,1000,Manchester Leisure,Professional fees,16/12/2024,5105966266,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,10/12/2024,1908667279,Redacted Personal Information,£750.00
Manchester City Council,1005,Adult Social Care,Training and Development,02/01/2025,5105967782,Disabled Living,£750.00
Manchester City Council,1005,Adult Social Care,Training and Development,02/01/2025,5105967783,Disabled Living,£750.00
Manchester City Council,1004,Childrens & Education Services,First Home Grant,06/12/2024,1908663842,DAVES CARPET WAREHAOUSE,£750.00
Manchester City Council,1004,Childrens & Education Services,Professional fees,02/01/2025,5105967650,One Education Ltd,£750.00
Manchester City Council,1000,Manchester Leisure,Subsistence and Conference Expenses,09/12/2024,5105964471,EMAP Publishing Limited,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,20/12/2024,1908680052,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,20/12/2024,1908680056,Redacted Personal Information,£750.00
Manchester City Council,1000,Manchester Leisure,External repairs and maintenance for buildings,23/12/2024,5105967867,Rothwell Plumbing Services Ltd,£750.00
Manchester City Council,1007,Corporate Services,HH Support Fund,13/12/2024,1908673078,Early Days Day Nursery,£750.00
Manchester City Council,1000,Manchester Leisure,Professional fees,11/12/2024,5105965206,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,20/12/2024,1908680057,Redacted Personal Information,£750.00
Manchester City Council,1000,Manchester Leisure,Works and associated costs for Land and Buildings,13/12/2024,5105965498,Groundwork Landscapes Ltd,£750.00
Manchester City Council,1000,Manchester Leisure,Hire of Premises,06/12/2024,1908663845,ELEGANCE ACCOMMODATION,£750.00
Manchester City Council,1005,Adult Social Care,Training and Development,20/12/2024,5105966262,Disabled Living,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,10/12/2024,1908667277,Redacted Personal Information,£750.00
Manchester City Council,1000,Manchester Leisure,Professional fees,11/12/2024,5105965375,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,10/12/2024,1908667273,Redacted Personal Information,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,20/12/2024,1908680053,Redacted Personal Information,£750.00
Manchester City Council,1005,Adult Social Care,Training and Development,20/12/2024,5105966258,Disabled Living,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,10/12/2024,1908667280,Redacted Personal Information,£750.00
Manchester City Council,1005,Adult Social Care,Training and Development,20/12/2024,5105966260,Disabled Living,£750.00
Manchester City Council,1000,Manchester Leisure,Professional fees,16/12/2024,5105966245,Redacted Personal Information,£750.00
Manchester City Council,1005,Adult Social Care,Training and Development,20/12/2024,5105966261,Disabled Living,£750.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,10/12/2024,1908667282,Redacted Personal Information,£750.00
Manchester City Council,1005,Adult Social Care,Day Care Payments,16/12/2024,1908673953,David Lewis Organisation,£749.76
Manchester City Council,1005,Adult Social Care,Day Care Payments,11/12/2024,1908669868,David Lewis Organisation,£749.76
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673479,Routes Healthcare (North) Ltd,£749.63
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,19/12/2024,5105966563,Redacted Personal Information,£748.50
Manchester City Council,1005,Adult Social Care,Supported Accommodation,11/12/2024,1908669703,Cromwood Ltd,£748.20
Manchester City Council,1005,Adult Social Care,Supported Accommodation,11/12/2024,1908669702,Cromwood Ltd,£748.20
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665614,Age UK Manchester,£747.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682526,Routes Healthcare (North) Ltd,£747.50
Manchester City Council,1005,Adult Social Care,Home Care ,24/12/2024,1908684559,Routes Healthcare (North) Ltd,£747.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665369,Routes Healthcare (North) Ltd,£747.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673486,Routes Healthcare (North) Ltd,£747.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665092,H.G. Care Services Ltd,£747.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669781,Routes Healthcare (North) Ltd,£747.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673563,Routes Healthcare (North) Ltd,£747.50
Manchester City Council,1005,Adult Social Care,Printing,02/12/2024,5105963786,Self Select Distribution Ltd,£747.00
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908658369,Grace 24/7 Care,£746.85
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682924,Grace 24/7 Care,£746.85
Manchester City Council,1005,Adult Social Care,Home Care ,24/12/2024,1908684675,Grace 24/7 Care,£746.85
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908674016,Grace 24/7 Care,£746.85
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665764,Grace 24/7 Care,£746.85
Manchester City Council,1005,Adult Social Care,Payments for services,23/12/2024,5105967969,Morelife (UK) Ltd,£744.98
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671207,Haven Power Ltd,£744.02
Manchester City Council,1005,Adult Social Care,Equipment,23/12/2024,5105967055,RNIB,£743.88
Manchester City Council,1004,Childrens & Education Services,Hire of Premises,16/12/2024,5105965365,Quaker Trading Ltd,£743.74
Manchester City Council,1012,Regeneration Finance,Electricity,12/12/2024,1908671950,Haven Power Ltd,£742.82
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668800,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668854,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683379,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683666,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669404,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683810,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669041,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668977,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668761,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683284,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683715,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668947,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668914,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683603,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683417,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683621,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669397,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683752,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683377,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669396,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683491,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683484,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669407,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669405,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668926,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683637,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668902,Redacted Personal Information,£742.80
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683533,Redacted Personal Information,£742.80
Manchester City Council,1005,Adult Social Care,Cleaning Equipment and Materials,12/12/2024,5105965736,Alliance Disposables Ltd,£742.60
Manchester City Council,1000,Manchester Leisure,Refuse Collection,13/12/2024,5105965087,GTS Steam Cleaners,£742.28
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658506,Turning Point,£741.68
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658499,Turning Point,£741.68
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658494,Turning Point,£741.68
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658493,Turning Point,£741.68
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658492,Turning Point,£741.68
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658500,Turning Point,£741.68
