Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Collection Fund,Levies,21/10/2024,1908437074,GMCA,"£4,184,241.00"
Manchester City Council,General Fund,Levies,15/10/2023,1908437030,GMCA,"£4,028,900.00"
Manchester City Council,General Fund,BRP Top Up Payments,21/10/2024,1908456864,DCLG,"£3,996,234.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22/10/2024,5105955202,LendLease Construction(EUROPE) Ltd,"£3,161,024.54"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,09/10/2024,5105953776,Bam Nuttall Ltd,"£2,662,365.62"
Manchester City Council,Manchester Leisure,Levies,21/10/2024,1908431702,GMCA,"£2,651,000.00"
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,24/10/2024,5105954935,Wates Construction Ltd,"£2,081,352.58"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22/10/2024,5105955202,LendLease Construction(EUROPE) Ltd,"£2,026,152.37"
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,30/10/2024,5105957478,Renaissance Miles Platting Ltd,"£1,983,974.05"
Manchester City Council,Manchester Leisure,Refuse Collection,17/10/2024,5105952759,Biffa Municipal Limited,"£1,417,140.78"
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,09/10/2024,5105953903,Northern Gateway (FEC) No.10 Limite,"£1,303,040.39"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31/10/2024,5105957535,Allied London Campfield,"£1,232,031.21"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,22/10/2024,5105954202,Bowmer & Kirkland Ltd,"£1,091,885.10"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31/10/2024,5105954864,Central Mcr Uni Hospital t/a,"£1,006,993.67"
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,25/10/2024,5105956996,S4B Limited,"£939,751.99"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,15/10/2024,5105954885,David Lewis Organisation,"£836,943.37"
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,09/10/2024,5105953964,S4B Limited,"£800,580.27"
Manchester City Council,Highways Services,Private Finance and Public Private partnership initiatives,10/10/2024,5105953699,Amey Highways Lighting (Manchester),"£798,454.38"
Manchester City Council,Regeneration Finance,General Office expenses,09/10/2024,1908593899,Bruntwood Management Services Ltd,"£764,599.70"
Manchester City Council,Not assigned,School Pensions,07/10/2024,1908597332,Teachers Pensions Agency,"£681,938.37"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31/10/2024,5105954872,Central Mcr Uni Hospital t/a,"£626,779.58"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/10/2024,5105953683,EQUANS Regeneration Limited,"£596,841.23"
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,14/10/2024,5105954511,Grove Village Ltd,"£555,417.47"
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,11/10/2024,5105954283,Grove Village Ltd,"£555,417.47"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31/10/2024,5105956039,Change Grow Live Services Ltd,"£544,476.36"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04/10/2024,5105953205,Music Stuff,"£469,314.00"
Manchester City Council,Childrens & Education Services,Private Finance and Public Private partnership initiatives,07/10/2024,5105953209,Manchester School Services Limited,"£465,978.33"
Manchester City Council,Childrens Services,Building Works,14/10/2024,5105954522,The East Manchester Academy,"£452,773.11"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31/10/2024,5105956059,Greater Manchester Mental Health,"£414,748.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04/10/2024,5105953425,Navigators College,"£397,090.92"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31/10/2024,5105954862,Central Mcr Uni Hospital t/a,"£361,021.83"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14/10/2024,5105953342,Morgan Sindall C & I Ltd,"£355,573.45"
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,22/10/2024,5105954559,Warden Construction Ltd,"£336,557.87"
Manchester City Council,Housing General Fund,Building Works,24/10/2024,5105956661,Southway Housing Trust,"£331,170.65"
Manchester City Council,Collection Fund,Bus Rate - Preceptor,21/10/2024,1908437074,GMCA,"£322,957.00"
Manchester City Council,Manchester Leisure,Payments to Contractors,17/10/2024,5105952760,Biffa Municipal Limited,"£314,691.11"
Manchester City Council,Environment and Operations,Construction Works,28/10/2024,5105955975,A.E Yates Ltd,"£288,326.20"
Manchester City Council,Childrens Services,Building Works,11/10/2024,1908587769,Abraham Moss Comm. School Academy,"£280,173.27"
Manchester City Council,Chief Executives,Grant and subscriptions awarded,18/10/2024,5105955341,Manchester Music City,"£270,000.00"
Manchester City Council,Corporate Services,Security,18/10/2024,5105954062,MITIE SECURITY LIMITED,"£267,610.95"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,07/10/2024,5105953638,Teenage Kicks Ltd,"£266,583.37"
Manchester City Council,Regeneration Finance,Subvention Payments,31/10/2024,5105957232,Manchester Creative Digital Assets,"£265,090.00"
Manchester City Council,Regeneration Finance,Subvention Payments,31/10/2024,5105957234,Manchester Creative Digital Assets,"£259,750.00"
Manchester City Council,Regeneration Finance,Professional fees,15/10/2024,1908606093,SAVILLS(UK) LTD CLIENTS ACCOUNTS,"£258,220.02"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31/10/2024,5105957713,F Parkinson Limited,"£256,213.73"
Manchester City Council,Regeneration Finance,Subvention Payments,31/10/2024,5105957233,Manchester Creative Digital Assets,"£252,362.00"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,09/10/2024,5105953784,Manchester Alliance For,"£250,000.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/10/2024,5105954252,Purcell Architecture Limited,"£237,612.70"
Manchester City Council,Environment and Operations,Construction Works,31/10/2024,5105956135,Rosgal Ltd,"£233,979.03"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/10/2024,5105953649,EQUANS Regeneration Limited,"£231,203.52"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,25/10/2024,5105955231,Manchester & Cheshire Construction,"£229,495.49"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,21/10/2024,5105954292,EQUANS Regeneration Limited,"£229,414.65"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31/10/2024,5105957547,Turner & Townsend Cost,"£225,309.96"
Manchester City Council,Environment and Operations,Construction Works,23/10/2024,5105956236,J.Hopkins (Contractors) Ltd.,"£225,000.00"
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,22/10/2024,5105953783,Conlon Construction Ltd,"£223,010.32"
Manchester City Council,Corporate Services,Rents,09/10/2024,1908583211,Knight Frank LLP,"£220,382.00"
Manchester City Council,Corporate Services,Internal Repairs and Maintenance for buildings,21/10/2024,5105955276,EQUANS Services Limited,"£219,999.32"
Manchester City Council,Childrens Services,Building Works,18/10/2024,5105953851,Levenshulme High School (Academy),"£218,448.86"
Manchester City Council,Corporate Services,MABID,10/10/2024,5105953654,Manchester Accommodation Business,"£215,048.44"
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,21/10/2024,5105954745,Emanuel Whittaker Ltd,"£205,124.25"
Manchester City Council,Highways Services,Electricity,10/10/2024,1908601703,Haven Power Ltd,"£203,431.93"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17/10/2024,5105954300,Turner & Townsend Cost,"£200,691.71"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,31/10/2024,5105957711,Manchester Youth Zone,"£200,000.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,30/10/2024,1908620616,Bexley Beaumont Limited,"£196,794.73"
Manchester City Council,Adult Social Care,Payments for services,16/10/2024,5105955033,Standwalk Ltd,"£195,032.17"
Manchester City Council,Regeneration Finance,General Office expenses,04/10/2024,1908593900,Bruntwood Management Services Ltd,"£191,957.27"
Manchester City Council,Manchester Leisure,Rents,16/10/2024,5105955000,Mack Residential Letting Ltd,"£191,344.92"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29/10/2024,5105957267,Turner & Townsend Cost,"£189,013.28"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,22/10/2024,5105956079,SMS Coaching Ltd,"£185,331.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31/10/2024,5105956116,Alined Construction Ltd,"£184,852.24"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,18/10/2024,5105955234,Laing O'Rourke Construction Ltd,"£183,343.00"
Manchester City Council,Corporate Services,Internal Repairs and Maintenance for buildings,14/10/2024,5105954204,EQUANS Services Limited,"£181,217.29"
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,21/10/2024,5105954281,Robertson CE Limited,"£176,018.48"
Manchester City Council,Childrens & Education Services,Home Care ,24/10/2024,5105956655,Belmont School Ltd,"£172,079.91"
Manchester City Council,Adult Social Care,Supported Accommodation,21/10/2024,1908611856,Zeno Ltd,"£171,692.80"
Manchester City Council,Highways Services,Electricity,10/10/2024,1908601702,Haven Power Ltd,"£168,417.61"
Manchester City Council,Manchester Leisure,Rents,16/10/2024,5105955129,Manchester Bumblebee Ltd,"£168,306.43"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/10/2024,5105953674,EQUANS Regeneration Limited,"£163,775.44"
Manchester City Council,Corporate Services,Preventative Maintenance Work,11/10/2024,5105952408,EQUANS Services Limited,"£163,327.46"
Manchester City Council,Adult Social Care,Payments for services,11/10/2024,5105952488,Brook,"£160,750.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,14/10/2024,5105952721,Change Grow Live Services Ltd,"£158,242.44"
Manchester City Council,Corporate Services,Licences Purchase,25/10/2024,5105956539,ServiceNow UK Ltd,"£155,644.56"
Manchester City Council,Manchester Leisure,Cash Collection,22/10/2024,5105954826,Greenwich Leisure Limited,"£153,621.00"
Manchester City Council,Chief Executives,Printing,31/10/2024,5105956044,Geiger Limited,"£152,750.00"
Manchester City Council,Environment and Operations,Construction Works,21/10/2024,5105954138,J.Hopkins (Contractors) Ltd.,"£152,465.26"
Manchester City Council,Corporate Services,ICT Sup & Maintnance,31/10/2024,5105956339,Liquidlogic Ltd,"£151,879.63"
Manchester City Council,Corporate Services,HH Support Fund,01/10/2024,5105952363,Citizens Advice Manchester,"£150,000.00"
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03/10/2024,5105953157,Manchester Alliance For,"£147,250.00"
Manchester City Council,Environment and Operations,Construction Works,31/10/2024,5105957303,J.Hopkins (Contractors) Ltd.,"£144,106.45"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31/10/2024,5105956043,Change Grow Live Services Ltd,"£143,766.97"
Manchester City Council,Corporate Services,Security,21/10/2024,5105955660,MITIE SECURITY LIMITED,"£142,403.31"
Manchester City Council,Corporate Services,Security,28/10/2024,5105955351,MITIE SECURITY LIMITED,"£142,029.91"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,02/10/2024,5105952497,VSPG Housing 2 Ltd,"£141,454.00"
Manchester City Council,Corporate Services,Security,31/10/2024,5105957568,MITIE SECURITY LIMITED,"£140,900.99"
Manchester City Council,Corporate Services,Security,31/10/2024,5105957517,MITIE SECURITY LIMITED,"£140,577.26"
Manchester City Council,Corporate Services,Security,10/10/2024,5105953981,MITIE SECURITY LIMITED,"£139,542.76"
Manchester City Council,Corporate Services,Security,09/10/2024,5105953967,MITIE SECURITY LIMITED,"£139,030.98"
Manchester City Council,Corporate Services,Security,10/10/2024,5105954056,MITIE SECURITY LIMITED,"£138,972.64"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,16/10/2024,5105955031,VSPG Housing 2 Ltd,"£138,775.91"
Manchester City Council,Not assigned,Refund AR overpaids,15/10/2024,1908604572,Manchester Metropolitan University,"£138,226.94"
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,28/10/2024,5105955271,Holden Building Solutions Ltd,"£138,000.00"
Manchester City Council,Housing General Fund,Building Works,07/10/2024,5105953499,Wythenshawe Community Housing Group,"£133,925.53"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,23/10/2024,5105956119,DISC Ltd,"£133,323.00"
Manchester City Council,Corporate Services,Elec Car Lease,17/10/2024,1908609008,Northumbria Healthcare NHS FT,"£131,806.42"
Manchester City Council,Corporate Services,Elec Car Lease,23/10/2024,1908614700,Northumbria Healthcare NHS FT,"£131,805.74"
Manchester City Council,Childrens & Education Services,Grant and subscriptions awarded,24/10/2024,5105955978,"Groundwork Manchester, Salford","£131,015.00"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,23/10/2024,5105953653,DISC Ltd,"£128,800.00"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,29/10/2024,5105957306,T15 Consultancy Ltd,"£127,835.14"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,28/10/2024,5105955301,EQUANS Regeneration Limited,"£126,491.36"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,17/10/2024,5105955336,P Casey & Co Ltd,"£125,672.13"
Manchester City Council,Chief Executives,Grant and subscriptions awarded,11/10/2024,5105953174,Manchester International Festival,"£125,000.00"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/10/2024,5105953678,EQUANS Regeneration Limited,"£124,439.59"
Manchester City Council,Hospitality + Trading Services,Refuse Collection,11/10/2024,5105952486,Biffa Municipal Limited,"£123,720.34"
Manchester City Council,Hospitality + Trading Services,Refuse Collection,11/10/2024,5105952771,Biffa Municipal Limited,"£123,720.34"
Manchester City Council,Hospitality + Trading Services,Refuse Collection,02/10/2024,5105952482,Biffa Municipal Limited,"£123,720.00"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/10/2024,5105953684,EQUANS Regeneration Limited,"£122,240.88"
Manchester City Council,Adult Social Care,Supported Accommodation,21/10/2024,1908611856,Zeno Ltd,"£119,610.24"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,29/10/2024,5105957256,David Lewis Organisation,"£118,827.66"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,09/10/2024,5105953960,Central Mcr Uni Hospital t/a,"£117,827.78"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,29/10/2024,5105954870,Central Mcr Uni Hospital t/a,"£117,827.78"
Manchester City Council,Manchester Leisure,Rents,31/10/2024,5105956191,Manchester Housing Group Ltd,"£117,777.27"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,11/10/2024,5105952694,Nacro,"£117,306.00"
Manchester City Council,Manchester Leisure,Disposables,24/10/2024,5105956489,Redgate Holdings Ltd,"£115,639.44"
Manchester City Council,Environment and Operations,Construction Works,31/10/2024,5105957591,Rosgal Ltd,"£114,009.61"
Manchester City Council,Adult Social Care,RNH Permanent Pays,31/10/2024,1908622471,HC-One No.1 Limited,"£113,416.00"
Manchester City Council,Environment and Operations,Construction Works,21/10/2024,5105954171,J.Hopkins (Contractors) Ltd.,"£113,226.70"
Manchester City Council,Childrens & Education Services,Professional fees,17/10/2024,5105955508,Central Mcr Uni Hospital t/a,"£111,921.33"
Manchester City Council,Manchester Leisure,Tipping - Tonnage,24/10/2024,5105956498,Redgate Holdings Ltd,"£111,613.80"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,11/10/2024,5105954282,AP Solutions Limited ,"£111,579.19"
Manchester City Council,Manchester Leisure,Rents,31/10/2024,5105957580,VSPG Housing Ltd,"£110,019.25"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,01/10/2024,1908590349,Thames Health Care Limited,"£109,213.44"
Manchester City Council,Manchester Leisure,Rents,04/10/2024,5105953207,VSPG Housing Ltd,"£107,714.25"
Manchester City Council,Manchester Leisure,Special Event,31/10/2024,5105957717,Factory International Trading Servi,"£107,000.00"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21/10/2024,5105955180,Warden Construction Ltd,"£106,292.24"
Manchester City Council,Environment and Operations,Construction Works,25/10/2024,5105956900,Coating Services Limited,"£105,727.95"
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,10/10/2024,5105952560,HOME,"£105,699.50"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,01/10/2024,1908590350,The Broughtons,"£105,594.41"
Manchester City Council,Childrens Services,Building Works,16/10/2024,5105955050,Our Lady's RC High School,"£105,470.27"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908603022,Enabling Futures Ltd,"£105,150.15"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/10/2024,5105954254,Faithful & Gould Ltd,"£104,570.00"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,04/10/2024,5105953176,Riverside ECHG,"£101,256.00"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,02/10/2024,5105952512,The Depaul Trust,"£100,000.00"
Manchester City Council,Corporate Services,Transport Coach Hire,29/10/2024,1908612818,HMCS Traffic EC,"£100,000.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,04/10/2024,5105953201,Riverside ECHG,"£99,524.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,10/10/2024,5105953049,Action For Children Services Ltd,"£99,108.25"
Manchester City Council,Manchester Leisure,Rents,03/10/2024,5105952914,Accommodation Links Ltd,"£98,614.86"
Manchester City Council,Regeneration Finance,Subvention Payments,31/10/2024,5105957229,Manchester Creative Digital Assets,"£98,141.00"
Manchester City Council,Childrens & Education Services,Private Finance and Public Private partnership initiatives,15/10/2024,5105952554,NU3PS,"£95,713.62"
Manchester City Council,Adult Social Care,Temp Care - Nursing,31/10/2024,1908622471,HC-One No.1 Limited,"£95,692.36"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,18/10/2024,5105955790,The Kingsway School,"£95,671.00"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,09/10/2024,5105953647,EQUANS Regeneration Limited,"£95,510.59"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/10/2024,5105953680,EQUANS Regeneration Limited,"£95,510.59"
Manchester City Council,Not assigned,Refund AR overpaids,15/10/2024,1908604582,NOMA (GP) Limited,"£94,995.09"
Manchester City Council,Manchester Leisure,Rents,11/10/2024,5105954289,Accommodation Links Ltd,"£94,986.00"
Manchester City Council,Housing General Fund,Building Works,18/10/2024,5105955634,Wythenshawe Community Housing Group,"£92,771.33"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/10/2024,5105953677,EQUANS Regeneration Limited,"£92,496.62"
Manchester City Council,Manchester Leisure,Rents,22/10/2024,5105956015,Accommodation Links Ltd,"£92,075.86"
Manchester City Council,Manchester Leisure,Rents,22/10/2024,5105956195,MJ Rental Ltd,"£91,684.20"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,11/10/2024,5105952699,Manchester Active,"£91,280.00"
Manchester City Council,Not assigned,Refund AR overpaids,31/10/2024,1908618065,Manchester Charles Street Residenti,"£89,952.50"
Manchester City Council,Manchester Leisure,Rents,24/10/2024,5105956332,Accommodation Links Ltd,"£89,704.43"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31/10/2024,5105956846,EQUANS Regeneration Limited,"£88,500.87"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908603023,Enabling Futures Ltd,"£88,078.41"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616297,Enabling Futures Ltd,"£87,374.88"
Manchester City Council,Regeneration Finance,Subvention Payments,31/10/2024,5105957231,Manchester Creative Digital Assets,"£86,934.00"
Manchester City Council,Environment and Operations,Construction Works,31/10/2024,5105956075,J.Hopkins (Contractors) Ltd.,"£86,336.18"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31/10/2024,5105954861,Central Mcr Uni Hospital t/a,"£86,216.33"
Manchester City Council,Environment and Operations,Construction Works,24/10/2024,5105956018,Thermal Road Repairs,"£85,581.69"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,11/10/2024,5105954256,Rothwell Plumbing Services Ltd,"£85,486.28"
Manchester City Council,Chief Executives,Legal Fees,16/10/2024,5105955013,Weightmans LLP Solicitors,"£85,319.50"
Manchester City Council,Manchester Leisure,Professional Fees,02/10/2024,5105952684,Redacted Personal Information,"£80,379.59"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21/10/2024,5105955865,J Greenwood (Builders) Limited,"£80,366.50"
Manchester City Council,Not assigned,VAT Output Tax-MA,31/10/2024,1908622947,HM Revenue & Customs,"£80,349.00"
Manchester City Council,Environment and Operations,Construction Works,24/10/2024,5105956532,Rosgal Ltd,"£79,984.73"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,09/10/2024,5105953648,Citizens Advice Manchester,"£79,983.00"
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,25/10/2024,5105955335,Warden Construction Ltd,"£79,454.30"
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,31/10/2024,5105956835,Winners Contract Hire Ltd,"£78,774.93"
Manchester City Council,Manchester Leisure,Refuse Collection,24/10/2024,5105956500,Redgate Holdings Ltd,"£78,710.18"
Manchester City Council,Manchester Leisure,Refuse Collection,25/10/2024,5105956841,Biffa Municipal Limited,"£78,659.65"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,22/10/2024,5105956076,District Homes Cic,"£77,913.68"
Manchester City Council,Manchester Leisure,Refuse Collection,17/10/2024,5105952774,Biffa Municipal Limited,"£77,481.12"
Manchester City Council,Corporate Services,PPM Consequential FM,21/10/2024,5105955277,EQUANS Services Limited,"£77,238.39"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/10/2024,5105954251,Purcell Architecture Limited,"£77,224.71"
Manchester City Council,Corporate Services,Preventative Maintenance Work,15/10/2024,5105954937,EQUANS Services Limited,"£75,713.01"
Manchester City Council,Corporate Services,Service recharges,31/10/2024,5105955617,The Manchester College,"£74,729.87"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,21/10/2024,1908611841,Chrysalis Home Care Group Ltd,"£74,060.00"
Manchester City Council,Adult Social Care,Temp Care - Nursing,01/10/2024,1908590347,St Marys Nursing Home,"£73,918.33"
Manchester City Council,Manchester Leisure,Refuse Collection,31/10/2024,5105954411,Biffa Municipal Limited,"£72,813.52"
Manchester City Council,Manchester Leisure,Refuse Collection,31/10/2024,5105953624,Biffa Municipal Limited,"£72,813.52"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,17/10/2024,5105954830,Centrepoint-YPSF,"£72,500.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,17/10/2024,5105954829,Centrepoint-YPSF,"£72,500.00"
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,16/10/2024,5105954572,Winners Contract Hire Ltd,"£72,099.31"
Manchester City Council,Manchester Leisure,Refuse Collection,31/10/2024,5105954415,Biffa Municipal Limited,"£72,041.65"
Manchester City Council,Manchester Leisure,Electricity,10/10/2024,1908601670,Haven Power Ltd,"£71,637.26"
Manchester City Council,Environment and Operations,Construction Works,31/10/2024,5105956896,Coating Services Limited,"£71,001.33"
Manchester City Council,Childrens & Education Services,Grant and subscriptions awarded,07/10/2024,5105953611,Power2 Ltd,"£70,352.63"
Manchester City Council,Childrens & Education Services,Grant and subscriptions awarded,31/10/2024,5105956516,Power2 Ltd,"£70,352.63"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,17/10/2024,5105955239,Great Places Housing Association,"£70,042.53"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,25/10/2024,5105955233,Manchester & Cheshire Construction,"£69,500.00"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,07/10/2024,5105953635,"Jackson, Jackson & Sons Ltd","£69,250.49"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/10/2024,5105954239,Purcell Architecture Limited,"£68,513.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,10/10/2024,5105953952,VoiceAbility,"£68,304.17"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,04/10/2024,5105953080,Sanctuary Housing Association,"£67,977.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,23/10/2024,5105956334,Digital Advantage,"£67,706.33"
Manchester City Council,Environment and Operations,Construction Works,28/10/2024,5105955325,J.Hopkins (Contractors) Ltd.,"£67,612.42"
Manchester City Council,Hospitality + Trading Services,Electricity,10/10/2024,1908601678,Haven Power Ltd,"£67,236.96"
Manchester City Council,Corporate Services,Agency staff provision,10/10/2024,5105954234,Hays Personnel,"£67,187.52"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,25/10/2024,1908615941,Holden Knight Healthcare Temp Ltd,"£67,167.90"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,25/10/2024,1908615940,Holden Knight Healthcare Temp Ltd,"£67,167.60"
Manchester City Council,Manchester Leisure,Rents,09/10/2024,5105953803,Devon Homes,"£66,893.00"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31/10/2024,5105954863,Central Mcr Uni Hospital t/a,"£65,569.67"
Manchester City Council,Environment and Operations,Construction Works,25/10/2024,5105956909,Rosgal Ltd,"£65,238.19"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,28/10/2024,5105955334,Warden Construction Ltd,"£64,950.09"
Manchester City Council,Adult Social Care,Temp Care - Nursing,25/10/2024,1908616377,St Marys Nursing Home,"£64,090.32"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,15/10/2024,5105954932,District Homes Cic,"£63,823.32"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,28/10/2024,5105955334,Warden Construction Ltd,"£63,819.50"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,25/10/2024,5105955020,Manchester International Festival,"£62,915.79"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616371,Silverdene Residential Home Ltd,"£62,487.20"
Manchester City Council,Chief Executives,Grant and subscriptions awarded,09/10/2024,5105953802,Manchester Music City,"£62,079.00"
Manchester City Council,Manchester Leisure,Refuse Collection,17/10/2024,5105952797,Biffa Municipal Limited,"£61,693.12"
Manchester City Council,Childrens Services,Building Works,14/10/2024,5105954521,Our Lady's RC High School,"£61,370.43"
Manchester City Council,Corporate Services,Transport Coach Hire,29/10/2024,1908612816,HMCS Traffic EC,"£60,000.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,31/10/2024,5105952527,Divrse Ltd,"£59,827.52"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,15/10/2024,5105954977,Oak Learning Partnership,"£59,583.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,25/10/2024,1908615942,Holden Knight Healthcare Temp Ltd,"£59,572.20"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908603029,Great Minds Together Ltd,"£59,450.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,07/10/2024,5105953637,Teenage Kicks Ltd,"£59,333.33"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,31/10/2024,5105957630,IP Housing,"£59,256.28"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14/10/2024,5105954645,Mace Ltd,"£58,838.38"
Manchester City Council,Manchester Leisure,Refuse Collection,17/10/2024,5105952772,Biffa Municipal Limited,"£58,578.02"
