Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1005,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",14/02/2025,5105976162,All 4 Pets Limited,£527.00
Manchester City Council,1005,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",14/02/2025,5105976161,All 4 Pets Limited,£527.00
Manchester City Council,1012,Regeneration Finance,Professional Fees,06/02/2025,5105974401,Alan Franklin Builders Limited,£526.50
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,11/02/2025,5105975109,Redacted Personal Information,£526.19
Manchester City Council,1007,Corporate Services,Water - Metered,27/02/2025,1908744386,Anglian Water Business (National),£525.97
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720824,Redacted Personal Information,£525.38
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736511,Redacted Personal Information,£525.38
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729276,Redacted Personal Information,£525.30
Manchester City Council,1011,Chief Executives,Printing,04/02/2025,5105973622,The Purple Company (UK) Ltd,£525.00
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908730411,SQ *AM7 GROUP LTD,£525.00
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",03/02/2025,1908717475,SQ *AM7 GROUP LTD,£525.00
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",03/02/2025,1908717534,SQ *AM7 GROUP LTD,£525.00
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908730781,SQ *AM7 GROUP LTD,£525.00
Manchester City Council,1000,Manchester Leisure,Bed & Breakfast Acc,03/02/2025,1908716853,SQ *AM7 GROUP LTD,£525.00
Manchester City Council,1000,Manchester Leisure,Bed & Breakfast Acc,03/02/2025,1908716914,SQ *AM7 GROUP LTD,£525.00
Manchester City Council,1000,Manchester Leisure,Bed & Breakfast Acc,03/02/2025,1908717120,SQ *AM7 GROUP LTD,£525.00
Manchester City Council,1000,Manchester Leisure,Bed & Breakfast Acc,03/02/2025,1908717121,SQ *AM7 GROUP LTD,£525.00
Manchester City Council,1000,Manchester Leisure,Bed & Breakfast Acc,03/02/2025,1908717138,SQ *AM7 GROUP LTD,£525.00
Manchester City Council,1000,Manchester Leisure,Professional Fees,21/02/2025,5105977192,BB Heritage Studio Ltd,£525.00
Manchester City Council,1000,Manchester Leisure,Bed & Breakfast Acc,03/02/2025,1908717353,SQ *AM7 GROUP LTD,£525.00
Manchester City Council,1005,Adult Social Care,Payments for services,12/02/2025,1908729726,Superdrug Plc,£524.90
Manchester City Council,1005,Adult Social Care,External repairs and maintenance for buildings,25/02/2025,5105977482,T F Jones Property Services Ltd,£524.82
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721370,Redacted Personal Information,£524.18
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736802,Redacted Personal Information,£524.18
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736354,Redacted Personal Information,£524.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721123,Redacted Personal Information,£524.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720686,Redacted Personal Information,£524.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736805,Redacted Personal Information,£524.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736361,Redacted Personal Information,£524.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908737029,Redacted Personal Information,£524.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736829,Redacted Personal Information,£524.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720679,Redacted Personal Information,£524.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721143,Redacted Personal Information,£524.00
Manchester City Council,1007,Corporate Services,WPS Awards,26/02/2025,5105977049,Furniture Resource Centre Ltd,£523.18
Manchester City Council,1007,Corporate Services,Equipment,12/02/2025,5105974950,Bennett Workplace Solutions Ltd,£523.00
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,11/02/2025,5105975318,MANCHESTER MENS HEALTH CIC,£522.99
Manchester City Council,1007,Corporate Services,Agency staff provision,04/02/2025,1908718471,Reed Employment Plc,£522.20
Manchester City Council,1011,Chief Executives,Legal Fees,17/02/2025,1908733532,Redacted Personal Information,£521.87
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,03/02/2025,5105973723,MIC & Didsbury Mosque,£521.37
Manchester City Council,1004,Childrens & Education Services,Electricity,27/02/2025,1908744580,Haven Power Ltd,£520.97
Manchester City Council,1000,Manchester Leisure,Goods purchased for resale in Council outlets,17/02/2025,1908726417,Redacted Personal Information,£520.80
Manchester City Council,1005,Adult Social Care,External repairs and maintenance for buildings,25/02/2025,5105977532,T F Jones Property Services Ltd,£520.78
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,07/02/2025,5105974651,Redacted Personal Information,£520.33
Manchester City Council,1011,Chief Executives,Courier Costs,11/02/2025,5105975361,Speed Couriers (Northern) Ltd,£520.32
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736218,Redacted Personal Information,£520.20
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720543,Redacted Personal Information,£520.20
Manchester City Council,1007,Corporate Services,Fees,14/02/2025,1908714460,Newlyn Plc,£520.07
Manchester City Council,1011,Chief Executives,Professional fees,10/02/2025,5105974802,Caribbean & African,£520.00
Manchester City Council,1012,Regeneration Finance,Home Care ,18/02/2025,1908734389,Redacted Personal Information,£520.00
Manchester City Council,1000,Manchester Leisure,Hire of Premises,26/02/2025,5105977510,Moss Side Millennium Powerhouse Ltd,£520.00
Manchester City Council,1000,Manchester Leisure,Hire of Premises,26/02/2025,5105977662,Moss Side Millennium Powerhouse Ltd,£520.00
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,27/02/2025,5105977865,Assist,£520.00
Manchester City Council,1012,Regeneration Finance,Home Care ,18/02/2025,1908734363,Redacted Personal Information,£520.00
Manchester City Council,1004,Childrens & Education Services,Professional fees,24/02/2025,5105977243,Prospero Teaching,£520.00
Manchester City Council,1004,Childrens & Education Services,Professional fees,24/02/2025,5105977241,Prospero Teaching,£520.00
Manchester City Council,1004,Childrens & Education Services,Professional fees,12/02/2025,5105975631,Prospero Teaching,£520.00
Manchester City Council,1000,Manchester Leisure,Hire of Premises,26/02/2025,5105977661,Moss Side Millennium Powerhouse Ltd,£520.00
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,07/02/2025,5105974709,Redacted Personal Information,£519.50
Manchester City Council,1012,Regeneration Finance,Home Care ,18/02/2025,1908734414,Redacted Personal Information,£517.50
Manchester City Council,1007,Corporate Services,Electricity,27/02/2025,1908745093,Haven Power Ltd,£517.43
Manchester City Council,1004,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",03/02/2025,1908716896,Argos Business Solutions,£516.95
Manchester City Council,1004,Childrens & Education Services,Car Allowance Claims,19/02/2025,1908736869,Redacted Personal Information,£516.65
Manchester City Council,1005,Adult Social Care,Cleaning Equipment and Materials,24/02/2025,5105976370,Concept Care,£516.00
Manchester City Council,1011,Chief Executives,Land Registry fees,21/02/2025,1908739097,H.M. Land Registry,£515.00
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",03/02/2025,1908717474,TRAVELODGE P CARD ONLY,£514.93
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736426,Redacted Personal Information,£514.90
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720739,Redacted Personal Information,£514.90
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736662,Redacted Personal Information,£513.94
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720979,Redacted Personal Information,£513.94
Manchester City Council,1007,Corporate Services,WPS Awards,26/02/2025,5105977437,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,28/02/2025,5105977299,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,25/02/2025,5105977434,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,28/02/2025,5105977464,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,28/02/2025,5105977671,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,28/02/2025,5105977648,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,06/02/2025,5105973739,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,10/02/2025,5105973929,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,26/02/2025,5105976604,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,21/02/2025,5105976950,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,19/02/2025,5105974572,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,18/02/2025,5105975507,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,28/02/2025,5105977107,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,18/02/2025,5105973735,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,28/02/2025,5105975559,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,19/02/2025,5105975552,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,27/02/2025,5105976650,Furniture Resource Centre Ltd,£513.26
Manchester City Council,1007,Corporate Services,WPS Awards,10/02/2025,5105974946,Furniture Resource Centre Ltd,£513.25
Manchester City Council,1007,Corporate Services,Equipment,10/02/2025,5105973673,Brady Corp Ltd T/A Seton,£512.95
Manchester City Council,1005,Adult Social Care,Equipment,14/02/2025,5105975077,Invacare Limited,£512.93
Manchester City Council,1011,Chief Executives,Legal Fees,12/02/2025,5105975809,Diversity Travel Ltd,£512.24
Manchester City Council,1002,Hospitality + Trading Services,Water - Metered,27/02/2025,1908744345,Anglian Water Business (National),£511.93
Manchester City Council,1005,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",19/02/2025,1908737339,TOOLSTATION UK,£511.67
Manchester City Council,1005,Adult Social Care,Payments for services,12/02/2025,1908729674,U & Z Healthcare Ltd,£511.60
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,12/02/2025,5105975672,R & M Developments Ltd,£511.33
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,12/02/2025,5105975650,R & M Developments Ltd,£511.33
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,11/02/2025,5105975317,R & M Developments Ltd,£511.33
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,10/02/2025,5105974845,R & M Developments Ltd,£511.33
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,10/02/2025,5105974849,R & M Developments Ltd,£511.33
Manchester City Council,1000,Manchester Leisure,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,£510.12
Manchester City Council,1007,Corporate Services,Vehicle Plant Furniture and Equipment,24/02/2025,5105977353,H Jenkinson & Co Ltd.,£510.00
Manchester City Council,1004,Childrens & Education Services,Court Fees,18/02/2025,1908734737,Liberata,£510.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,14/02/2025,1908732791,Redacted Personal Information,£509.14
Manchester City Council,1000,Manchester Leisure,Bed & Breakfast Acc,03/02/2025,1908717164,TRAVELODGE P CARD ONLY,£508.93
Manchester City Council,1004,Childrens & Education Services,PNOR-Holidays,05/02/2025,1908721188,Redacted Personal Information,£508.50
Manchester City Council,1007,Corporate Services,WPS Awards,26/02/2025,5105977436,Furniture Resource Centre Ltd,£508.24
Manchester City Council,1007,Corporate Services,WPS Awards,18/02/2025,5105976592,Furniture Resource Centre Ltd,£508.24
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908730912,TRAVELODGE P CARD ONLY,£506.86
Manchester City Council,1000,Manchester Leisure,Bed & Breakfast Acc,13/02/2025,1908731306,TRAVELODGE P CARD ONLY,£505.93
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908731300,TRAVELODGE P CARD ONLY,£505.93
Manchester City Council,1012,Regeneration Finance,Adult Placements,05/02/2025,1908722361,Redacted Personal Information,£504.40
Manchester City Council,1004,Childrens & Education Services,Childminding Fee Pay,20/02/2025,5105976868,Early Inspirations Nursery,£504.00
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,07/02/2025,1908725765,Enabling Futures Ltd,£503.70
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1908744576,Haven Power Ltd,£503.57
Manchester City Council,1005,Adult Social Care,Adult Placements,19/02/2025,1908735895,Redacted Personal Information,£503.36
Manchester City Council,1005,Adult Social Care,Adult Placements,19/02/2025,1908735918,Redacted Personal Information,£503.36
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729233,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729219,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729206,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729143,Stacys Tots 2 Teens,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729214,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729061,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728661,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729194,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729114,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729199,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728610,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729229,Trinity House Community Resource Ce,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729171,Happy Children Childminder,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729189,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728615,Happy Children Childminder,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729179,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728622,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729013,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728576,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728515,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729121,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729101,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729178,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728573,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728629,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728598,Manchester Montessori House,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728534,Lea's Childminding,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729144,Manchester Montessori House,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729123,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728632,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728641,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729051,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729203,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729083,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729173,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728645,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729240,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729209,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729153,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728547,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728559,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729084,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729197,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729196,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729234,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729105,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729112,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729016,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,03/02/2025,1908717753,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729021,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729087,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729205,St.Wilfrids Playgroup,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728569,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729160,Moston Methodist Church Playgroup,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729048,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729033,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728549,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729158,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729070,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728546,Total Childcare Ltd,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728538,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729193,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729217,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728556,East Didsbury Pre School,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729107,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728588,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Pay School Budget,12/02/2025,1908729023,Armitage CE Primary School,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728558,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729119,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729019,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729215,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729082,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728577,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729085,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728548,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728550,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728630,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729026,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729190,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729015,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729095,Georgie Porgie's Network Nursey Ltd,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729122,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729244,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729162,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729635,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728650,Tiddlywinks Day Nursery Ltd Ancoats,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729116,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728621,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728597,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729142,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728563,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729044,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729198,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728627,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729188,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728574,Honeybear Day Nursery,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729094,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728631,Redacted Personal Information,£502.80
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728607,Redacted Personal Information,£502.80
Manchester City Council,1010,Housing Revenue Account,Professional fees,20/02/2025,5105975028,Constellia Public Ltd,£502.56
Manchester City Council,1000,Manchester Leisure,Professional fees,18/02/2025,5105976540,Experian Limited,£502.55
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736510,Redacted Personal Information,£501.92
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720823,Redacted Personal Information,£501.92
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720807,Redacted Personal Information,£501.36
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736495,Redacted Personal Information,£501.36
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729513,Redacted Personal Information,£501.30
Manchester City Council,1005,Adult Social Care,Payments for services,12/02/2025,1908729740,Wise Pharmacy Ltd (Cheetham),£501.30
Manchester City Council,1011,Chief Executives,Counsel Costs,26/02/2025,1908742284,Central Chambers,£500.00
Manchester City Council,1000,Manchester Leisure,Rents,21/02/2025,5105976544,Housing Social Ltd,£500.00
Manchester City Council,1000,Manchester Leisure,Special Event,03/02/2025,1908716159,Redacted Personal Information,£500.00
