Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638640,Age Concern Manchester,"£1,148.58"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646310,Redacted Personal Information,"£1,146.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633940,Redacted Personal Information,"£1,146.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633800,Redacted Personal Information,"£1,146.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646210,Redacted Personal Information,"£1,146.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633237,Redacted Personal Information,"£1,146.00"
Manchester City Council,Childrens & Education Services,Professional fees,18/11/2024,1908634737,Advanced Child Care Assessments,"£1,145.84"
Manchester City Council,Adult Social Care,Adult Placements,13/11/2024,1908634372,Redacted Personal Information,"£1,144.00"
Manchester City Council,Adult Social Care,Equipment,12/11/2024,5105959721,Winncare PAC Limited,"£1,144.00"
Manchester City Council,Adult Social Care,Adult Placements,13/11/2024,1908634423,Redacted Personal Information,"£1,144.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631014,Redacted Personal Information,"£1,143.87"
Manchester City Council,Adult Social Care,Day Care Payments,19/11/2024,1908638829,Mediline Supported Living,"£1,143.00"
Manchester City Council,Adult Social Care,Day Care Payments,19/11/2024,1908638826,Mediline Supported Living,"£1,143.00"
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,29/11/2024,1908656845,NORTHERNARB TREE SERVIC,"£1,140.00"
Manchester City Council,Chief Executives,Legal Fees,21/11/2024,5105961611,Weightmans LLP Solicitors,"£1,138.50"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629577,Care 24 (UK) Limited,"£1,138.50"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645861,Redacted Personal Information,"£1,138.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633482,Redacted Personal Information,"£1,138.00"
Manchester City Council,Chief Executives,Payments to Sub-Contractors,07/11/2024,5105958857,Redacted Personal Information,"£1,137.58"
Manchester City Council,Corporate Services,Equipment,11/11/2024,5105959141,AVOIRA Limited,"£1,137.00"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636698,Haven Power Ltd,"£1,135.59"
Manchester City Council,Regeneration Finance,Professional Fees,22/11/2024,5105961820,Alan Franklin Builders Limited,"£1,134.15"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633638,Redacted Personal Information,"£1,132.20"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645946,Redacted Personal Information,"£1,132.20"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631556,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631495,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631683,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631548,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631562,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631626,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631680,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631498,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631569,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631492,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631508,Brighter Beginnings Rusholme,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631576,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631646,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631647,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631491,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631615,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631629,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631505,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631489,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631551,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631658,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631567,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631596,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631691,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631660,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631493,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631545,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631628,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631649,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631582,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631503,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631524,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631609,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631666,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631518,Lea's Childminding,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631645,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631687,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631535,Redacted Personal Information,"£1,131.97"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631549,Redacted Personal Information,"£1,131.97"
Manchester City Council,Adult Social Care,Catering,13/11/2024,5105959779,Quaker Trading Ltd,"£1,131.25"
Manchester City Council,Adult Social Care,Counsel Costs,26/11/2024,5105962486,11KBW,"£1,130.00"
Manchester City Council,Corporate Services,Professional Fees,29/11/2024,5105961863,WSP UK Limited,"£1,130.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,22/11/2024,5105961907,Rainbow Surprise,"£1,130.00"
Manchester City Council,Corporate Services,Electricity,14/11/2024,1908636785,Haven Power Ltd,"£1,128.89"
Manchester City Council,Housing General Fund,Building Works,01/11/2024,1908623194,Stannah Lift Services Ltd,"£1,127.84"
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638751,Age Concern Manchester,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638700,Northstar Home Care Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638743,Northstar Home Care Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629227,The Care Company Plus Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623952,Routes Healthcare (North) Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629209,Routes Healthcare (North) Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628912,H.G. Care Services Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628929,H.G. Care Services Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629375,The Care Company Plus Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627762,Routes Healthcare (North) Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629352,The Care Company Plus Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629586,Care 24 (UK) Limited,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629281,The Care Company Plus Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638710,Northstar Home Care Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629361,The Care Company Plus Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638635,Routes Healthcare (North) Ltd,"£1,127.00"
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638921,Grace 24/7 Care,"£1,126.02"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908624209,Grace 24/7 Care,"£1,126.02"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908624211,Grace 24/7 Care,"£1,126.02"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908624212,Grace 24/7 Care,"£1,126.02"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908624214,Grace 24/7 Care,"£1,126.02"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908624216,Grace 24/7 Care,"£1,126.02"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908624217,Grace 24/7 Care,"£1,126.02"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908624219,Grace 24/7 Care,"£1,126.02"
Manchester City Council,Manchester Leisure,Professional fees,29/11/2024,5105963384,Cornerstone Barristers,"£1,125.00"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636360,Haven Power Ltd,"£1,122.83"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,29/11/2024,1908656544,CREATE DEVELOPMENTS MANC,"£1,122.80"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,29/11/2024,1908656995,CREATE DEVELOPMENTS MANC,"£1,122.80"
Manchester City Council,Adult Social Care,Counsel Costs,28/11/2024,5105963295,Kings Chambers,"£1,120.00"
Manchester City Council,Childrens & Education Services,Professional fees,15/11/2024,1908638065,Cy4or Legal Limited,"£1,120.00"
Manchester City Council,Chief Executives,Stationery,14/11/2024,5105960299,Quadient UK Ltd (Consumables),"£1,119.90"
Manchester City Council,Adult Social Care,Home Care ,29/11/2024,1908657620,Chrysalis Home Care Group Ltd,"£1,119.33"
Manchester City Council,Manchester Leisure,Professional Fees,29/11/2024,5105962726,Daly Drains Ltd,"£1,118.50"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633342,Redacted Personal Information,"£1,117.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645825,Redacted Personal Information,"£1,117.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908634071,Redacted Personal Information,"£1,115.94"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646473,Redacted Personal Information,"£1,115.94"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908634070,Redacted Personal Information,"£1,115.94"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908634072,Redacted Personal Information,"£1,115.94"
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627795,Age Concern Manchester,"£1,115.50"
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627782,Age Concern Manchester,"£1,115.50"
Manchester City Council,Adult Social Care,Home Care ,27/11/2024,1908646850,Care Quality Services Limited,"£1,115.27"
Manchester City Council,Adult Social Care,Temp Care- Resident,22/11/2024,1908642490,Redacted Personal Information,"£1,115.01"
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,08/11/2024,5105958952,Total Security Protection Ltd,"£1,113.53"
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643587,Routes Healthcare (North) Ltd,"£1,112.65"
Manchester City Council,Housing Revenue Account,Gas,14/11/2024,1908636119,SEFE ENERGY Ltd,"£1,112.60"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646074,Redacted Personal Information,"£1,112.20"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633804,Redacted Personal Information,"£1,112.20"
Manchester City Council,Chief Executives,Printing,07/11/2024,5105958484,Tangent Print service,"£1,112.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633425,Redacted Personal Information,"£1,112.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646207,Redacted Personal Information,"£1,112.00"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636359,Haven Power Ltd,"£1,110.43"
Manchester City Council,Adult Social Care,Day Care Payments,04/11/2024,1908623821,Age Concern Manchester,"£1,109.76"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629249,The Care Company Plus Ltd,"£1,109.75"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646241,Redacted Personal Information,"£1,108.80"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633733,Redacted Personal Information,"£1,108.80"
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,11/11/2024,5105959251,Master Moves Ltd,"£1,107.44"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636282,Haven Power Ltd,"£1,105.33"
Manchester City Council,Environment and Operations,Vehicle Plant Furniture and Equipment,29/11/2024,5105962630,Insight Direct (Uk) Ltd,"£1,104.44"
Manchester City Council,Highways Services,Purchase of stores for re-distribution,27/11/2024,5105962327,C&L CIVILS,"£1,104.32"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646386,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646197,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633611,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646390,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646393,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646389,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633265,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633406,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646383,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633251,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633443,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646388,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633244,Redacted Personal Information,"£1,104.00"
Manchester City Council,Adult Social Care,Home Care ,14/11/2024,1908635848,Age Concern Manchester,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633250,Redacted Personal Information,"£1,104.00"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623734,Northstar Home Care Ltd,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646387,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633897,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633715,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633715,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646727,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908634050,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646384,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633949,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646382,Redacted Personal Information,"£1,104.00"
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627784,Age Concern Manchester,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633614,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646395,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633444,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633758,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633942,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646399,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646397,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646197,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633240,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646391,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633446,Redacted Personal Information,"£1,104.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646392,Redacted Personal Information,"£1,104.00"
Manchester City Council,Manchester Leisure,Environmental Services,29/11/2024,5105963156,Master Moves Ltd,"£1,103.30"
Manchester City Council,Childrens & Education Services,Foster Payments,22/11/2024,1908642997,Olive Branch Fostering,"£1,102.40"
Manchester City Council,Corporate Services,Elec Car L-VAT contr,19/11/2024,1908638446,Northumbria Healthcare NHS FT,"£1,102.17"
Manchester City Council,Corporate Services,WPS Awards,20/11/2024,5105961366,Furniture Resource Centre Ltd,"£1,101.40"
Manchester City Council,Corporate Services,WPS Awards,19/11/2024,5105961179,Furniture Resource Centre Ltd,"£1,101.39"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646332,Redacted Personal Information,"£1,100.14"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633592,Redacted Personal Information,"£1,100.14"
Manchester City Council,Chief Executives,Counsel Costs,15/11/2024,1908631910,Central Chambers,"£1,100.00"
Manchester City Council,Childrens & Education Services,Foster Payments,01/11/2024,1908623091,Fostering Solutions,"£1,100.00"
Manchester City Council,Childrens & Education Services,Professional fees,29/11/2024,5105962679,JK Dog Assessors & Training,"£1,100.00"
Manchester City Council,Environment and Operations,Construction Works,20/11/2024,5105960924,N D Oliver & Co Ltd,"£1,100.00"
Manchester City Council,Manchester Leisure,Legal Fees,15/11/2024,1908637988,Veritas Solicitors,"£1,100.00"
Manchester City Council,Childrens & Education Services,Professional fees,29/11/2024,5105963709,Yellow Jigsaw CIC,"£1,100.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642493,Lighthouse,"£1,100.00"
Manchester City Council,Adult Social Care,Legal Fees,13/11/2024,1908630547,Elpsych Ltd,"£1,099.33"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,06/11/2024,5105958647,Choices College,"£1,099.17"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633736,Redacted Personal Information,"£1,094.90"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646004,Redacted Personal Information,"£1,094.90"
Manchester City Council,Corporate Services,Water - Metered,21/11/2024,1908641329,Anglian Water Business (National),"£1,094.71"
Manchester City Council,Regeneration Finance,Grant Payments,04/11/2024,5105957908,Rics NW,"£1,094.50"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636236,Haven Power Ltd,"£1,094.03"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646183,Redacted Personal Information,"£1,093.14"
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,20/11/2024,5105960613,ANS Group Ltd,"£1,092.50"
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627752,Routes Healthcare (North) Ltd,"£1,092.14"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623942,Routes Healthcare (North) Ltd,"£1,092.14"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629176,Routes Healthcare (North) Ltd,"£1,092.14"
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627720,Routes Healthcare (North) Ltd,"£1,092.14"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623911,Routes Healthcare (North) Ltd,"£1,092.14"
Manchester City Council,Childrens & Education Services,Foster Payments,22/11/2024,1908642996,Olive Branch Fostering,"£1,091.38"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908630639,Redacted Personal Information,"£1,089.40"
Manchester City Council,Chief Executives,Payments to Sub-Contractors,08/11/2024,5105959173,Redacted Personal Information,"£1,088.47"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646105,Redacted Personal Information,"£1,087.94"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633884,Redacted Personal Information,"£1,087.94"
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643705,Meridian Health and Social Care Ltd,"£1,086.79"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629268,The Care Company Plus Ltd,"£1,086.75"
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,29/11/2024,5105961831,Standard Fuels Oils,"£1,085.70"
Manchester City Council,Childrens & Education Services,Professional fees,13/11/2024,5105960005,Alpha Biolaboratories Limited,"£1,085.00"
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,12/11/2024,5105959639,F.R.Sharrock Ltd,"£1,083.60"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631175,Wisemaster Builders Childcare Ltd,"£1,082.25"
Manchester City Council,Corporate Services,WPS Awards,25/11/2024,5105962194,Furniture Resource Centre Ltd,"£1,082.01"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645807,Redacted Personal Information,"£1,081.64"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633311,Redacted Personal Information,"£1,081.64"
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638547,iCare Solutions Manchester Limit,"£1,081.00"
Manchester City Council,Adult Social Care,ISF - Ind Bud ISF,14/11/2024,1908635149,Holistic Social Care,"£1,080.60"
Manchester City Council,Chief Executives,Professional fees,12/11/2024,1908630502,Advanced Child Care Assessments,"£1,080.59"
Manchester City Council,Childrens & Education Services,Rates,22/11/2024,5105962078,Tiddlywinks Day Nursery Ltd,"£1,080.41"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645904,Redacted Personal Information,"£1,080.30"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633574,Redacted Personal Information,"£1,080.30"
Manchester City Council,Hospitality + Trading Services,Contract Cleaning External,25/11/2024,5105962291,Pest Bird Control Ltd,"£1,080.00"
Manchester City Council,Highways Services,Purchase of stores for re-distribution,05/11/2024,5105958523,Benchmark Building Supplies Ltd,"£1,079.94"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645731,Redacted Personal Information,"£1,079.50"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633213,Redacted Personal Information,"£1,079.50"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646122,Redacted Personal Information,"£1,079.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645959,Redacted Personal Information,"£1,078.44"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633655,Redacted Personal Information,"£1,078.44"
Manchester City Council,Manchester Leisure,Other Allowances,08/11/2024,1908625920,Tusker Direct,"£1,077.82"
Manchester City Council,Adult Social Care,Day Care Payments,15/11/2024,1908638179,TheOneClub Limited,"£1,077.60"
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640399,TheOneClub Limited,"£1,077.60"
Manchester City Council,Adult Social Care,Payments for services,26/11/2024,5105962608,One Manchester Limited,"£1,076.79"
Manchester City Council,Chief Executives,Counsel Costs,15/11/2024,1908631931,Redacted Personal Information,"£1,075.00"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,06/11/2024,5105958635,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,19/11/2024,5105960996,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,21/11/2024,5105961529,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,19/11/2024,5105960995,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,27/11/2024,5105962795,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,21/11/2024,5105961525,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,27/11/2024,5105962799,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Corporate Services,Professional Fees,08/11/2024,5105958998,Resulting Limited,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,25/11/2024,5105962354,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,25/11/2024,5105962353,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,06/11/2024,5105958634,R & M Developments Ltd,"£1,073.50"
